skill_id,name_zh,desc_zh,reserved_3,item_name_key,skill_desc_key,reserved_6,param_07,param_08,param_09,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,nested_21,nested_22,nested_23,param_24,param_25,param_26
1002081,伊森,随机显示5种类型藏品各自的轮廓,,hero_skill_208,skillDesc_1002081,,0,4,"[5,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002082,伊森,显示所有已知品质的藏品各自的轮廓,,hero_skill_208,skillDesc_100208,,0,10,"[0,1,0]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002083,伊森,显示所有已知品质的藏品各自的轮廓,,hero_skill_208,skillDesc_100208,,0,10,"[0,1,0]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002084,伊森,显示所有已知品质的藏品各自的轮廓,,hero_skill_208,skillDesc_100208,,0,10,"[0,1,0]",0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
1002085,伊森,显示所有藏品轮廓的轮廓,,hero_skill_208,skillDesc_1002085,,0,0,[0],0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100209,维克托,本次竞拍共有品质紫色、金色、红藏品{0}件,,hero_skill_209,,skillDesc_100209,0,2,"[4,5,6]",0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
100301,拉文,当拍卖到第五回合开始时，显示所有藏品的品质,,hero_skill_301,skillDesc_100301,,0,0,[0],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200001,竞拍信息,显示所有紫色品质藏品的轮廓,,skill_Name_Type_20000,skillDesc_200001,,1,2,[4],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200002,竞拍信息,显示所有金色品质藏品的轮廓,,skill_Name_Type_20000,skillDesc_200002,,1,2,[5],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200003,竞拍信息,显示所有红色品质藏品的轮廓,,skill_Name_Type_20000,skillDesc_200003,,1,2,[6],0,[0],0,[0],1,0,"[1000,7000]",,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200004,竞拍信息,显示所有藏品的品质,,skill_Name_Type_20000,skillDesc_200004,,1,0,[0],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200005,竞拍信息,本场拍卖，有2种藏品类型占位每格的均价是{0},,skill_Name_Type_20000,,skillDesc_200005,1,4,"[2,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[9000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200006,竞拍信息,本场拍卖，有4种藏品类型占位每格的均价是{0},,skill_Name_Type_20000,,skillDesc_200006,1,4,"[4,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[9000],,"[1100,1300]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200007,竞拍信息,本场拍卖，有6种藏品类型占位每格的均价是{0},,skill_Name_Type_20000,,skillDesc_200007,1,4,"[6,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[9000],,"[800,1000]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200008,竞拍信息,本场拍卖，所有藏品占位每格的均价是{0},,skill_Name_Type_20000,,skillDesc_200008,1,0,[0],0,[0],0,[0],1,0,[9000],,"[800,850]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200009,竞拍信息,所有藏品总占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200009,1,0,[0],0,[0],0,[0],1,0,[2000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200010,竞拍信息,紫色品质总占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200010,1,2,[4],0,[0],0,[0],1,0,[2000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200011,竞拍信息,金色品质总占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200011,1,2,[5],0,[0],0,[0],1,0,[2000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200012,竞拍信息,红色品质总占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200012,1,2,[6],0,[0],0,[0],1,0,[2000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200013,竞拍信息,紫色品质藏品平均占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200013,1,2,[4],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200014,竞拍信息,每件藏品平均占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200014,1,0,[0],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200015,竞拍信息,金色品质藏品平均占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200015,1,2,[5],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200016,竞拍信息,红色品质藏品平均占用的格子数量为{0}格,,skill_Name_Type_20000,,skillDesc_200016,1,2,[6],0,[0],0,[0],1,0,[3000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200017,竞拍信息,本场拍卖共有道具{0}件,,skill_Name_Type_20000,,skillDesc_200017,1,0,[0],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200018,竞拍信息,本场拍卖共有紫色品质道具{0}件,,skill_Name_Type_20000,,skillDesc_200018,1,2,[4],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200019,竞拍信息,本场拍卖共有金色品质道具{0}件,,skill_Name_Type_20000,,skillDesc_200019,1,2,[5],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200020,竞拍信息,本场拍卖共有红色品质道具{0}件,,skill_Name_Type_20000,,skillDesc_200020,1,2,[6],0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200021,竞拍信息,随机显示2件藏品,,skill_Name_Type_20000,skillDesc_200021,,1,0,[0],0,[0],0,[0],1,2,[6000],,"[1500,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200022,竞拍信息,随机显示4件藏品,,skill_Name_Type_20000,skillDesc_200022,,1,0,[0],0,[0],0,[0],1,4,[6000],,"[1400,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200023,竞拍信息,随机显示6件藏品,,skill_Name_Type_20000,skillDesc_200023,,1,0,[0],0,[0],0,[0],1,6,[6000],,"[1300,1400]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200024,竞拍信息,随机显示8件藏品,,skill_Name_Type_20000,skillDesc_200024,,1,0,[0],0,[0],0,[0],1,8,[6000],,"[1200,1300]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200025,竞拍信息,随机显示12件藏品,,skill_Name_Type_20000,skillDesc_200025,,1,0,[0],0,[0],0,[0],1,12,[6000],,"[1100,1200]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200026,竞拍信息,随机显示3件藏品的品质,,skill_Name_Type_20000,skillDesc_200026,,1,0,[0],0,[0],0,[0],1,3,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200027,竞拍信息,随机显示6件藏品的品质,,skill_Name_Type_20000,skillDesc_200027,,1,0,[0],0,[0],0,[0],1,6,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200028,竞拍信息,随机显示9件藏品的品质,,skill_Name_Type_20000,skillDesc_200028,,1,0,[0],0,[0],0,[0],1,9,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200029,竞拍信息,随机显示12件藏品的品质,,skill_Name_Type_20000,skillDesc_200029,,1,0,[0],0,[0],0,[0],1,12,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200030,竞拍信息,显示所有藏品的品质,,skill_Name_Type_20000,skillDesc_200030,,1,0,[0],0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200031,竞拍信息,随机选择的3件藏品平均价值为{0},,skill_Name_Type_20000,,skillDesc_200031,1,0,[0],0,[0],0,[0],1,3,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200032,竞拍信息,随机选择的6件藏品平均价值为{0},,skill_Name_Type_20000,,skillDesc_200032,1,0,[0],0,[0],0,[0],1,6,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200033,竞拍信息,随机选择的9件藏品平均价值为{0},,skill_Name_Type_20000,,skillDesc_200033,1,0,[0],0,[0],0,[0],1,9,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200034,竞拍信息,随机选择的12件藏品平均价值为{0},,skill_Name_Type_20000,,skillDesc_200034,1,0,[0],0,[0],0,[0],1,12,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200035,竞拍信息,所有藏品的平均价值为{0},,skill_Name_Type_20000,,skillDesc_200035,1,0,[0],0,[0],0,[0],1,0,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200036,竞拍信息,所有紫色品质藏品的平均价值为{0},,skill_Name_Type_20000,,skillDesc_200036,1,2,[4],0,[0],0,[0],1,0,[8000],,"[1500,1600]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200037,竞拍信息,所有金色品质藏品的平均价值为{0},,skill_Name_Type_20000,,skillDesc_200037,1,2,[5],0,[0],0,[0],1,0,[8000],,"[1400,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200038,竞拍信息,所有红色品质藏品的平均价值为{0},,skill_Name_Type_20000,,skillDesc_200038,1,2,[6],0,[0],0,[0],1,0,[8000],,"[1000,1100]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200039,竞拍信息,显示所有道具的轮廓,,skill_Name_Type_20000,skillDesc_200039,,1,0,[0],0,[0],0,[0],1,0,[1000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200040,竞拍信息,随机显示2种藏品类型所有藏品的品质,,skill_Name_Type_20000,skillDesc_200040,,1,4,"[2,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200041,竞拍信息,随机显示4种藏品类型所有藏品的品质,,skill_Name_Type_20000,skillDesc_200041,,1,4,"[4,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200042,竞拍信息,随机显示6种藏品类型所有藏品的品质,,skill_Name_Type_20000,skillDesc_200042,,1,4,"[6,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200043,竞拍信息,{1}类藏品的平均价值为{0},,skill_Name_Type_20000,,skillDesc_200043,1,4,"[1,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[8000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200044,竞拍信息,本场拍卖类型{1}藏品总价值为{0},,skill_Name_Type_20000,,skillDesc_200044,1,4,"[1,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[10000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200045,竞拍信息,本场拍卖类型{1}藏品总数量为{0},,skill_Name_Type_20000,,skillDesc_200045,1,4,"[1,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[4000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200046,竞拍信息,随机显示1种类型藏品的品质,,skill_Name_Type_20000,skillDesc_200046,,1,4,"[1,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[7000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200047,竞拍信息,随机显示1种藏品类型的所有藏品,,skill_Name_Type_20000,skillDesc_200047,,1,4,"[1,101,100,102,100,103,100,104,100,105,100,106,100,107,100,108,100,109,100,110,100]",0,[0],0,[0],1,0,[6000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200048,竞拍信息,随机显示1件最高品质的藏品,,skill_Name_Type_20000,skillDesc_200048,,1,6,"[0,0,1,1]",0,[0],0,[0],1,1,[6000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200049,竞拍信息,显示1件最高价值的藏品,,skill_Name_Type_20000,skillDesc_200049,,1,6,"[0,0,3,1]",0,[0],0,[0],1,1,[6000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200050,竞拍信息,显示1件占位格数最高的道具,,skill_Name_Type_20000,skillDesc_200050,,1,6,"[0,0,2,1]",0,[0],0,[0],1,1,[6000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200051,竞拍信息,显示数量最少藏品类型的所有道具,,skill_Name_Type_20000,skillDesc_200051,,1,6,"[0,0,6,2]",0,[0],0,[0],1,0,[6000],,"[1100,1500]",1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
200052,竞拍信息,本场竞拍竞拍最高品质为{0},,skill_Name_Type_20000,,skillDesc_200052,1,6,"[0,0,1,1]",0,[0],0,[0],1,1,[12000],,[],1,0,[[0]],[[0]],"[[1,1000,0]]",0,0,0
